Curve,Volatility,Return
CAL_No_SF,0.0569751117306791,0.07209020639346558
CAL_No_SF,0.06104476256858476,0.07473950685014169
CAL_No_SF,0.0651144134064904,0.07738880730681781
CAL_No_SF,0.06918406424439605,0.08003810776349392
CAL_No_SF,0.0732537150823017,0.08268740822017004
CAL_No_SF,0.07732336592020736,0.08533670867684615
CAL_No_SF,0.081393016758113,0.08798600913352225
CAL_No_SF,0.08546266759601866,0.09063530959019837
CAL_No_SF,0.08953231843392431,0.0932846100468745
CAL_No_SF,0.09360196927182995,0.0959339105035506
CAL_No_SF,0.09767162010973561,0.09858321096022671
CAL_No_SF,0.10174127094764125,0.10123251141690283
CAL_No_SF,0.1058109217855469,0.10388181187357894
CAL_No_SF,0.10988057262345256,0.10653111233025506
CAL_No_SF,0.1139502234613582,0.10918041278693116
CAL_No_SF,0.11801987429926386,0.11182971324360727
CAL_No_SF,0.12208952513716952,0.11447901370028339
CAL_No_SF,0.12615917597507517,0.1171283141569595
CAL_No_SF,0.1302288268129808,0.11977761461363562
CAL_No_SF,0.13429847765088646,0.12242691507031173
CAL_No_SF,0.1383681284887921,0.12507621552698783
CAL_No_SF,0.14243777932669774,0.12772551598366394
CAL_No_SF,0.1465074301646034,0.13037481644034005
CAL_No_SF,0.15057708100250908,0.13302411689701618
CAL_No_SF,0.15464673184041472,0.13567341735369232
CAL_No_SF,0.15871638267832036,0.13832271781036842
CAL_No_SF,0.162786033516226,0.14097201826704453
CAL_No_SF,0.16685568435413164,0.14362131872372064
CAL_No_SF,0.17092533519203731,0.14627061918039674
CAL_No_SF,0.17499498602994296,0.14891991963707285
CAL_No_SF,0.17906463686784863,0.15156922009374899
CAL_No_SF,0.18313428770575427,0.1542185205504251
CAL_No_SF,0.1872039385436599,0.1568678210071012
CAL_No_SF,0.19127358938156558,0.1595171214637773
CAL_No_SF,0.19534324021947122,0.1621664219204534
CAL_No_SF,0.19941289105737686,0.16481572237712952
CAL_No_SF,0.2034825418952825,0.16746502283380565
CAL_No_SF,0.20755219273318815,0.17011432329048176
CAL_No_SF,0.2116218435710938,0.17276362374715787
CAL_No_SF,0.21569149440899948,0.175412924203834
CAL_No_SF,0.21976114524690513,0.1780622246605101
CAL_No_SF,0.22383079608481077,0.18071152511718622
CAL_No_SF,0.2279004469227164,0.18336082557386232
CAL_No_SF,0.23197009776062205,0.18601012603053843
CAL_No_SF,0.23603974859852772,0.18865942648721454
CAL_No_SF,0.24010939943643336,0.19130872694389064
CAL_No_SF,0.24417905027433903,0.19395802740056678
CAL_No_SF,0.24824870111224467,0.1966073278572429
CAL_No_SF,0.25231835195015034,0.199256628313919
CAL_No_SF,0.25638800278805596,0.20190592877059513
CAL_No_SF,0.2604576536259616,0.20455522922727123
CAL_No_SF,0.26452730446386724,0.20720452968394734
CAL_No_SF,0.2685969553017729,0.20985383014062345
CAL_No_SF,0.2726666061396786,0.21250313059729956
CAL_No_SF,0.2767362569775842,0.21515243105397566
CAL_No_SF,0.28080590781548986,0.21780173151065177
CAL_No_SF,0.2848755586533955,0.2204510319673279
CAL_No_SF,0.28894520949130115,0.223100332424004
CAL_No_SF,0.2930148603292068,0.22574963288068012
CAL_No_SF,0.2970845111671125,0.22839893333735625
CAL_No_SF,0.30115416200501816,0.23104823379403236
CAL_No_SF,0.30522381284292377,0.2336975342507085
CAL_No_SF,0.30929346368082944,0.2363468347073846
CAL_No_SF,0.3133631145187351,0.2389961351640607
CAL_No_SF,0.3174327653566407,0.24164543562073681
CAL_No_SF,0.3215024161945464,0.24429473607741292
CAL_No_SF,0.325572067032452,0.24694403653408903
CAL_No_SF,0.3296417178703577,0.24959333699076514
CAL_No_SF,0.3337113687082633,0.25224263744744124
CAL_No_SF,0.33778101954616896,0.25489193790411735
CAL_No_SF,0.34185067038407463,0.25754123836079346
CAL_No_SF,0.34592032122198024,0.26019053881746956
CAL_No_SF,0.3499899720598859,0.26283983927414567
CAL_No_SF,0.3540596228977915,0.2654891397308218
CAL_No_SF,0.35812927373569725,0.268138440187498
CAL_No_SF,0.3621989245736029,0.2707877406441741
CAL_No_SF,0.36626857541150853,0.2734370411008502
CAL_No_SF,0.3703382262494142,0.2760863415575263
CAL_No_SF,0.3744078770873198,0.2787356420142024
CAL_No_SF,0.3784775279252255,0.28138494247087853
CAL_No_SF,0.38254717876313116,0.28403424292755464
CAL_No_SF,0.38661682960103677,0.28668354338423074
CAL_No_SF,0.39068648043894244,0.28933284384090685
CAL_No_SF,0.39475613127684805,0.29198214429758296
CAL_No_SF,0.3988257821147537,0.29463144475425906
CAL_No_SF,0.4028954329526594,0.29728074521093517
CAL_With_SF,0.0,0.035
CAL_With_SF,0.0014616764652579826,0.03715403089486583
CAL_With_SF,0.0029233529305159652,0.03930806178973165
CAL_With_SF,0.004385029395773948,0.04146209268459748
CAL_With_SF,0.0058467058610319304,0.04361612357946331
CAL_With_SF,0.007308382326289913,0.04577015447432914
CAL_With_SF,0.008770058791547896,0.04792418536919496
CAL_With_SF,0.010231735256805877,0.05007821626406079
CAL_With_SF,0.011693411722063861,0.05223224715892662
CAL_With_SF,0.013155088187321843,0.05438627805379244
CAL_With_SF,0.014616764652579826,0.05654030894865827
CAL_With_SF,0.01607844111783781,0.058694339843524096
CAL_With_SF,0.01754011758309579,0.06084837073838992
CAL_With_SF,0.01900179404835377,0.06300240163325574
CAL_With_SF,0.020463470513611755,0.06515643252812157
CAL_With_SF,0.021925146978869738,0.0673104634229874
CAL_With_SF,0.023386823444127722,0.06946449431785323
CAL_With_SF,0.024848499909385702,0.07161852521271905
CAL_With_SF,0.026310176374643685,0.07377255610758487
CAL_With_SF,0.02777185283990167,0.0759265870024507
CAL_With_SF,0.029233529305159652,0.07808061789731653
CAL_With_SF,0.030695205770417632,0.08023464879218235
CAL_With_SF,0.03215688223567562,0.08238867968704819
CAL_With_SF,0.0336185587009336,0.08454271058191401
CAL_With_SF,0.03508023516619158,0.08669674147677983
CAL_With_SF,0.03654191163144956,0.08885077237164565
CAL_With_SF,0.03800358809670754,0.09100480326651147
CAL_With_SF,0.03946526456196553,0.09315883416137732
CAL_With_SF,0.04092694102722351,0.09531286505624315
CAL_With_SF,0.042388617492481497,0.09746689595110897
CAL_With_SF,0.043850293957739477,0.09962092684597479
CAL_With_SF,0.045311970422997463,0.10177495774084062
CAL_With_SF,0.046773646888255443,0.10392898863570645
CAL_With_SF,0.048235323353513423,0.10608301953057227
CAL_With_SF,0.049696999818771403,0.10823705042543809
CAL_With_SF,0.051158676284029383,0.11039108132030391
CAL_With_SF,0.05262035274928737,0.11254511221516975
CAL_With_SF,0.05408202921454536,0.11469914311003558
CAL_With_SF,0.05554370567980334,0.1168531740049014
CAL_With_SF,0.057005382145061324,0.11900720489976722
CAL_With_SF,0.058467058610319304,0.12116123579463306
CAL_With_SF,0.059928735075577284,0.12331526668949888
CAL_With_SF,0.061390411540835264,0.1254692975843647
CAL_With_SF,0.06285208800609325,0.12762332847923052
CAL_With_SF,0.06431376447135125,0.12977735937409635
CAL_With_SF,0.06577544093660923,0.1319313902689622
CAL_With_SF,0.0672371174018672,0.13408542116382802
CAL_With_SF,0.06869879386712519,0.13623945205869384
CAL_With_SF,0.07016047033238317,0.13839348295355966
CAL_With_SF,0.07162214679764115,0.14054751384842548
CAL_With_SF,0.07308382326289913,0.14270154474329133
CAL_With_SF,0.0745454997281571,0.14485557563815715
CAL_With_SF,0.07600717619341509,0.14700960653302297
CAL_With_SF,0.07746885265867308,0.1491636374278888
CAL_With_SF,0.07893052912393106,0.15131766832275462
CAL_With_SF,0.08039220558918904,0.15347169921762044
CAL_With_SF,0.08185388205444702,0.15562573011248626
CAL_With_SF,0.083315558519705,0.15777976100735208
CAL_With_SF,0.08477723498496299,0.1599337919022179
CAL_With_SF,0.08623891145022097,0.16208782279708375
CAL_With_SF,0.08770058791547895,0.16424185369194957
CAL_With_SF,0.08916226438073695,0.16639588458681542
CAL_With_SF,0.09062394084599493,0.16854991548168125
CAL_With_SF,0.09208561731125291,0.17070394637654707
CAL_With_SF,0.09354729377651089,0.1728579772714129
CAL_With_SF,0.09500897024176887,0.1750120081662787
CAL_With_SF,0.09647064670702685,0.17716603906114453
CAL_With_SF,0.09793232317228483,0.17932006995601035
CAL_With_SF,0.09939399963754281,0.18147410085087617
CAL_With_SF,0.10085567610280079,0.183628131745742
CAL_With_SF,0.10231735256805877,0.18578216264060782
CAL_With_SF,0.10377902903331675,0.18793619353547364
CAL_With_SF,0.10524070549857474,0.1900902244303395
CAL_With_SF,0.10670238196383273,0.19224425532520534
CAL_With_SF,0.10816405842909071,0.19439828622007116
CAL_With_SF,0.1096257348943487,0.19655231711493698
CAL_With_SF,0.11108741135960667,0.1987063480098028
CAL_With_SF,0.11254908782486467,0.20086037890466862
CAL_With_SF,0.11401076429012265,0.20301440979953445
CAL_With_SF,0.11547244075538063,0.20516844069440027
CAL_With_SF,0.11693411722063861,0.20732247158926612
CAL_With_SF,0.11839579368589659,0.20947650248413194
CAL_With_SF,0.11985747015115457,0.21163053337899776
CAL_With_SF,0.12131914661641255,0.21378456427386358
CAL_With_SF,0.12278082308167053,0.2159385951687294
CAL_With_SF,0.12424249954692851,0.21809262606359522
CAL_With_SF,0.1257041760121865,0.22024665695846105
CAL_With_SF,0.12716585247744447,0.22240068785332687
CAL_With_SF,0.1286275289427025,0.22455471874819272
CAL_With_SF,0.13008920540796046,0.22670874964305857
CAL_With_SF,0.13155088187321845,0.2288627805379244
CAL_With_SF,0.13301255833847642,0.2310168114327902
CAL_With_SF,0.1344742348037344,0.23317084232765603
CAL_With_SF,0.13593591126899238,0.23532487322252185
CAL_With_SF,0.13739758773425037,0.23747890411738767
CAL_With_SF,0.13885926419950834,0.2396329350122535
CAL_With_SF,0.14032094066476633,0.24178696590711932
CAL_With_SF,0.1417826171300243,0.24394099680198514
CAL_With_SF,0.1432442935952823,0.24609502769685096
CAL_With_SF,0.14470597006054026,0.24824905859171678
Tangency_No_SF,0.13429847765088646,0.12242691507031173
Tangency_With_SF,0.048235323353513423,0.10608301953057227
Risk_Free,0.0,0.035
